start	end	text
2290600	2292100	But this is, of course, not true.
2292100	2293500	There's unsupervised learning.
2293500	2297700	There's also things like self-supervised learning and so on.
2297700	2299800	I want to give you a few examples here.
2299800	2303500	So unsupervised learning is basically when you don't have class labels,
2303500	2307600	when you don't have any labels, basically.
2307600	2310900	And the idea of unsupervised learning is, for the most part,
2310900	2314700	some form of clustering of the structure, right?
2314700	2318400	So you try to figure out, essentially, so let's say you have the data
2318400	2323600	and you're trying to divide your samples into clusters
2323600	2326700	and then you assign a class label to each cluster.
2326700	2329700	So this class label doesn't necessarily have a semantic meaning,
2329700	2332900	but it just assigns a class label to it.
2332900	2338700	And based on the class label, you can then finally, well,
2338700	2341600	make some use of it in one way or another.
2341600	2343800	And in that case, what we would do is to say,
2343800	2347200	okay, here we have, for instance, our example of our cats and dogs again.
2347200	2348200	Let's say we can cluster them.
2348400	2351200	Let's say we can cluster those ones into two classes.
2351200	2355200	Unsupervised learning here would say, well, okay, you have these two classes,
2355200	2357700	you assign labels, but technically speaking,
2357700	2361100	you don't know any semantic labels yet unless somebody goes manually
2361100	2365100	and assigns cluster labels what we've gotten out of it.
2365100	2369400	There's also a lot of unsupervised learning in the context of deep learning.
2369400	2371800	It does exist, and we will talk a little bit about it.
2371800	2377700	But for the most part, the focus of this class will not necessarily,
2377700	2381000	of course, will not necessarily be on unsupervised learning.
2381000	2386500	There's also a very fun discussion of what is the more natural thing,
2386500	2390200	like unsupervised learning versus supervised learning.
2390200	2395800	It's very philosophical, and researchers in the last decades have gone back and forth.
2395800	2400100	There's a fun argument, a very philosophical one, is have humans,
2400100	2403200	do we learn supervised or do we learn unsupervised?
2403200	2406800	And the fun argument is, well, at the beginning when there was no life on Earth,
2406800	2407600	eventually,
2407600	2411500	like humanity, life in general, had to start learning somehow, right?
2411500	2416500	And then basically the argument is everything can be learned in the unsupervised fashion.
2416500	2419500	And then the cognitive argument is that is, well, if you have some,
2419500	2423900	if you don't listen to a language, for instance, as a child,
2423900	2426000	you're not being able to speak very well.
2426000	2428500	And you can only do this very well when somebody corrects you,
2428500	2429900	when somebody tells you certain things.
2429900	2431600	And a lot of the things your parents do with you
2431600	2434800	when a kid is actually quite supervised.
2434800	2436200	And I found this very interesting.
2436200	2437100	So I'm obviously,
2437100	2443500	I know I don't understand the biology behind how your brain works here.
2443500	2445200	But I think it's kind of interesting,
2445200	2448800	the debate versus like how much supervision do we actually need for learning?
2448800	2450600	It's a very fun, fun question to ask
2450600	2453800	when we're talking about modern machine learning techniques,
2453800	2455800	specifically in the context of representation learning.
2455800	2459300	A lot of people say, well, you have a large number of labels.
2459300	2461200	Is there a large number of training samples on the internet,
2461200	2462600	for instance, where you don't have labels,
2462600	2466900	but can you still use the data and then combine it later on with some fine tuning?
2467100	2469200	Where you do actually have labels.
2469200	2472000	So this is kind of interesting, a lot of cool stuff.
2472000	2476200	But again, caveat here for the introduction to deep learning here,
2476200	2478900	we are mostly talking about supervised learning.
2478900	2481600	I also wanted to mention that there's reinforcement learning.
2481600	2484900	That's, I guess, kind of in between here.
2484900	2488700	Reinforcement learning has kind of this interesting concept of agents and environment, right?
2488700	2493600	So agents interact with an environment and based on their performance,
2493600	2495700	they're going to get some reward.
2495700	2496900	And depending on how this reward goes,
2497100	2500700	your agent is going to adapt and hopefully learn something, right?
2500700	2504800	So, for instance, in games, board games or even video games,
2504800	2507900	for instance, reinforcement learning is very popular.
2507900	2510000	Robotics reinforcement learning is very popular,
2510000	2513600	where you basically have only a final reward.
2513600	2516300	And based on that final reward, your model can learn something
2516300	2519200	and can, for instance, learn certain policies,
2519200	2523000	like, I don't know, playing chess or learning how to play a video game,
2523000	2527000	which is kind of cool that you can do this in a kind of,
2527000	2530900	well, unsupervised fashion.
2530900	2532800	But I would say this is still a little bit in between
2532800	2534900	because you still need to define how the reward works.
2534900	2536700	You still need to define basically when you're winning,
2536700	2538800	when you're losing, possibly how much you're winning,
2538800	2539500	how much you're losing.
2539500	2541500	So it's kind of an interesting question,
2541500	2544600	how to associate reinforcement learning.
2544600	2548400	Okay, but let's go back to supervised learning.
2548400	2554300	I mentioned this is what we would love to talk about for the most part here.
2554300	2557000	And now,
2557000	2559800	if we're going back a few slides mentally,
2559800	2563500	we remember that the whole point of supervised learning was we have our training set
2563500	2567400	and we would like to figure out a model that we fit to this training set, right?
2567400	2569700	So again, we have our model M, for instance.
2569700	2575500	We would like to find parameters theta such that our model approximates
2575500	2578500	or mimics the distribution of this training set.
2578500	2582500	Now, the big question is what model do we actually use?
2582500	2586900	Well, let's start with a simple linear model, for instance, right?
2587000	2593300	And that's the easiest way of a model we could think about.
2593300	2597400	So this is a linear decision boundary that we would like to figure out.
2597400	2602300	So the idea here is we would like to fit a hyperplane
2602300	2606800	that splits our samples in part here for a classifier.
2606800	2608500	For regression, it's a little bit different.
2608500	2611200	We can do a little bit other stuff.
2611200	2613600	But if you had a classifier, we would like to have a hyperplane.
2613600	2616400	We would like to split these two things apart.
2616400	2617700	And this is what we're going to do right now.
2617700	2619800	So all we're going to do in the next few slides
2619800	2624300	is we're trying to find parameters for this hyperplane
2624300	2630300	that figures out how to approximate our training set to the best of our abilities.
2630300	2635200	And you can already see why I'm saying approximate.
2635200	2637600	I'm saying this for a very specific reason,
2637600	2642300	because you can clearly see the common here of a linear model here
2642300	2646100	is that it cannot possibly
2646100	2647700	fit all data samples, right?
2647700	2651400	So if you had one of these triangles, if you had one of them here,
2651400	2654800	there would be no hyperplane possible anymore to fit in here,
2654800	2657200	such that it perfectly explains the training set.
2657200	2658700	And that would be a problem.
2658700	2661600	So why am I starting with it?
2661600	2664000	And that's basically the pro. The pro is, well,
2664000	2667700	it's really simple to understand how basic machine learning works.
2667700	2670900	And it's probably the simplest model we can begin with.
2670900	2673400	But it also has certain advantages in practice.
2673400	2675400	It's actually relatively easy to deploy.
2676100	2677700	It doesn't take that much, can, right?
2677700	2680400	It doesn't have so many degrees of freedom.
2680400	2683900	And it's actually a very nice way to get into it.
2683900	2685800	So let's start with it.
2685800	2689200	So now instead of starting with a classifier,
2689200	2692800	I would like to change the problem statement a little bit.
2692800	2695700	In this case, we want to start with regression.
2695700	2698900	And instead of the classifier,
2698900	2700900	the difference here is when I talk about regression,
2700900	2704100	it's simply you, instead of predicting a discrete label,
2704100	2706000	we're now predicting a continuous floating point.
2706000	2707700	So if we want to do this,
2707700	2711200	we would like to use this as our output for instance.
2711200	2714000	And the idea of supervised learning now is, well,
2714000	2717500	we would like to find a linear model that explains a target Y
2717500	2719000	given the inputs X.
2719000	2720500	Well, okay.
2720500	2721800	So what do we have here?
2721800	2726400	Well, we're going to start with our training data.
2726400	2729400	These points here, they are now our training data.
2729400	2730700	So these red points, right?
2730700	2732100	They have, they have an X value.
2732100	2733700	They have a Y value.
2733700	2735700	So the X values are the inputs.
2736000	2737740	so
2737740	2743400	That's what we'd like to approximate. We would like to make sure that this distribution that is given right now for these given inputs
2743400	2746520	We would like to make sure that if we give importance to this input feature here
2748060	2749500	Because I shouldn't call it a feature here
2749500	2754320	I should call it first like a value here for this value here. We like to make the Y value here as a prediction and
2755060	2759440	The way what linear regression is doing. It's essentially fitting this this little line here
2760120	2761340	right
2761340	2762500	and
2762500	2768820	This fitting this line and I'm mentioning this all the time fitting means which is literally formulating an optimization function here
2769580	2772560	Is we are optimizing the parameters of this line?
2772580	2778540	This will become a higher plane obviously later when we go to higher dimensions, but for 2D this is just a simple line
2779420	2780820	Okay
2780820	2787420	So what's training mean? Well training means we have a bunch of data points given so data points are these these yellow or orange points
2787420	2788440	right
2788440	2790300	These orange points
2790300	2792300	They are pairs. They have an input
2792840	2797120	And a target so they have X is the respective like feature. This is the input
2798600	2803660	This is the measurement could be an image and Y is the respective target label right so
2804380	2805760	input image
2805760	2807480	measurement whatsoever and
2807480	2812740	Y is our respective labels like cat-dog and the classification case or in the regression case
2812740	2819620	We'll see later a few other examples. It could be could be discrete, right? It could be also continuous. By the way, if you're going to click it back here
2820380	2821580	um
2821580	2825440	At the moment, between regression and classification, there's practically no difference.
2825600	2827620	We'll later see what the differences are.
2828120	2832380	But the reason for the simplicity right now, let's just assume these labels are continuous.
2833000	2837040	So if they're classified, we just say, oh, these labels are between 0 and 1, right?
2837380	2841280	And you're going to make sure that everything between 0.5, then it's label 1.
2841500	2844100	Everything under 0.5 is going to be label 0, right?
2844320	2846900	But it could be continuous label 2, right?
2847680	2848060	Okay.
2848820	2850200	So we have input measures.
2850200	2851100	We have labels.
2851580	2860160	And what we would like to do is we would like to learn the model parameters theta to make the correct estimation.
2860840	2862080	And what does correct estimation mean?
2862240	2876100	Well, we would like to make sure that y hat is, if I feed in a new x n plus 1 here, we get a correct estimation y hat.
2877060	2879120	And you can see what's very important here.
2879120	2880500	So this notation is important.
2880660	2881560	We're going to use this a bit.
2881820	2883500	So x is always the input.
2884060	2885160	Y is always the target.
2885420	2886680	So this is our ground truth target.
2888360	2892260	Y hat is always going to be our predicted estimation.
2893080	2895760	This is what the model predicts.
2896220	2902500	X n plus 1, you see n plus 1 here is one index more than what we have in the training set.
2902600	2904160	This is a test sample here.
2904840	2906820	So we're feeding this in here in our model.
2908060	2909760	Theta is our model parameters.
2910020	2911560	And based on theta, we have.
2911680	2914400	We're having a predictor that makes this prediction here, right?
2915940	2919040	And the whole point is that we want to find these parameters theta.
2920260	2922860	Again, to clarify, this can be the parameters of a neural network.
2922900	2925400	This concept here does not change right now.
2925740	2931260	Like the only point right now is going to be whether this theta is part of a linear or nonlinear larger model.
2932340	2935020	But for the sake of simplicity, we're not quite at neural networks yet.
2935280	2936740	We're going to make this a little bit easier.
2936740	2939660	This theta here is now simply a linear model.
2940300	2941560	And linear model means.
2941860	2943180	It's linear.
2943460	2944100	That's the definition.
2944900	2946480	So what we do here right now is.
2947520	2950500	We're taking the input here.
2950980	2952200	So X here is the input.
2952580	2953880	And we're multiplying with theta.
2954540	2956880	So imagine this little example that we had here.
2957020	2957860	I'm going to go quickly back.
2958180	2961560	In this case, if X is just a single floating point value.
2961920	2963100	And it's just one scalar.
2963640	2965540	Then this here.
2966700	2967800	This D here.
2968320	2969660	This is the input dimension.
2969920	2970520	Would be one.
2970640	2971300	So we just have.
2971300	2973920	A single theta multiplied with X.
2974620	2975120	That's it.
2975120	2976020	And you're predicting Y.
2976020	2982640	And then you're finding whatever our respective output is going to be approximated best.
2983360	2986420	Now, in practice, this is a little bit more complicated.
2986520	2987860	This is the features.
2987900	2989120	This is why I mentioned this already.
2989120	2990560	X is not just a single scalar.
2990980	2992620	X could actually be a vector, right?
2992620	2994400	There could be many, many, many inputs.
2995060	2997100	An image is a very large feature, for instance, right?
2997100	2999980	An image could be like a megapixel, a million pixels, right?
2999980	3000680	Could be a lot of.
3000680	3001220	Could be a lot of pixels.
3001220	3001820	Could be a lot of inputs.
3003440	3005360	So, and D here is our dimension.
3005840	3006980	So, oh, I'm not here yet.
3006980	3007340	Sorry.
3007400	3008120	These are the weights.
3008120	3010580	Then these are the model parameters, the theta here.
3011540	3014160	And D is our input dimension, right?
3015040	3018920	And again, think about the example, what I just mentioned before.
3020720	3024900	In this example, if I only have a single dimension, here's input.
3024960	3026220	I just have an X here.
3027020	3028580	And I want to fit a plane to it.
3030440	3030980	Oh, in one day.
3030980	3031160	Actually.
3031220	3032420	I want to just fit in this line.
3033220	3036200	Now I'm cheating a little bit here.
3036200	3038360	This is technically a little bit wrong for my formulation.
3039140	3041500	If you go into the 1D case, you will quickly notice this.
3041540	3043040	You also need a bias here.
3043580	3046700	So you need, um, you need a theta zero.
3047220	3049160	Um, why do you need that?
3049180	3052760	Well, technically you don't need it, but I think it makes the fitting a little bit easier.
3053340	3059300	So technically you need, um, where the, uh, line here intersects with the Y axis, right?
3059780	3061200	Um, and this one is important.
3061380	3063860	Because otherwise you cannot define arbitrary lines.
3063860	3071240	Otherwise they would only go, uh, through zero, zero, and you would just literally define the slope here, right?
3071240	3078980	But we have the slope and we have, um, uh, we have basically where, uh, the line intersects with the Y axis here.
3079720	3080220	Okay.
3080420	3082040	And, but then the rest is the same, right?
3082040	3084900	So we have here the bias plus the formula we just had, right?
3084900	3089220	We just say we multiply X, I, J with theta chain, right?
3089340	3091220	Input feature dimension plus with the kernel.
3091220	3100100	And then we just multiply it out, and this is essentially what we're getting from our sum here, right?
3100960	3101320	Okay.
3102280	3105400	Um, I think let's have an example, right?
3105480	3107100	This is actually relatively easy.
3107240	3110060	So this shouldn't be something new to you from a mathematical perspective.
3110260	3113520	So all we're trying to have is we have a certain set of constraints.
3113520	3116880	Our constraints are given by our data points, these orange points here.
3118180	3120920	Um, and what we would like to do is.
3121220	3132580	We would like to make sure that the thetas are optimized such that these points here are approximated in the best possible way, best possible way is also something we'll define in a second, because depending on our loss function.
3133380	3133880	Okay.
3133940	3135140	Let's make a linear prediction.
3136220	3138560	Let's predict the temperature of a room.
3138620	3147740	Let's assume we want to make sure, um, I'm going to give you a bunch of information and I would like to ask you, what is the temperature of a building?
3148700	3150500	Well, what information could I give you?
3150800	3151200	And this is.
3151260	3152720	The features that I'm giving you right now.
3153260	3156200	So I'm going to give you four different type of features here.
3156380	3158120	I'm going to tell you how warm it is outside.
3159500	3161180	I'm going to tell you the level of humidity.
3161780	3167360	I'm going to tell you the number of people in the building, and I'm going to tell you the sun exposure to the building, right?
3168080	3168500	Okay.
3168740	3180020	And now what I would like to do is I would like to, I would like to ask you based on these inputs that you have, what is the most likely temperature of the inside of the building?
3180040	3181220	So give me a model.
3181520	3188120	The dust that, um, and in order to do that, what I'm, what I'm, what I'm giving you also is I'm going to give you a bunch of supervision.
3188120	3195980	So I'm going to give you a bunch of ground truth pairs for training, where I pair these four dimensional input features here with our respective prediction.
3196220	3196460	Right.
3197040	3197460	Okay.
3197640	3198460	And that's what we're going to do.
3198740	3204200	Um, so this is a trick question now, how many parameters do we need to fit that?
3204660	3210840	Well, we're taking this formula that we had before each of these features is associated from data, right?
3210840	3219520	So all we're doing right now is just rebating how each of these features contribute to the input or to, to the output temperature of the building.
3220480	3220840	Right.
3221420	3223740	Um, and we have a bias, of course, so we have one more.
3224480	3229360	Um, so we have this, um, and now what we can do is we can write this down as a matrix form, right?
3230280	3237700	Uh, so now what we do is we just hit, um, here, we're going to have the respective prediction of our model here.
3237700	3239380	We're going to have the respective thetas.
3240840	3246780	Um, and here we're going to have the respective, um, input features that we have.
3246900	3249780	So this D here in our case, this one was four, right?
3250480	3252300	Um, so this one went from one to four.
3253200	3270560	Um, and this N here is how many measures we have, like the number of rows in this equation tells us how many samples we have and the number of, sorry, the number of columns tells us, um, how many features we have and the number of rows.
3270840	3273900	Um, tells us how many samples we have, right?
3274460	3274900	Okay.
3275220	3280140	And the idea is that if we, now we can pull this, this bias actually in here, right?
3280160	3282720	So we just having, we're just combining this matrix here.
3282720	3285400	So we're just adding, um, another column with ones here.
3285420	3289680	So we end with theta zero here now, uh, and we can just simply write this as a matrix form.
3289680	3293160	So now what we know is Y hat is equal to X times theta.
3294220	3296080	And now it's important what we have here.
3296280	3300160	Y is a vector, X is a matrix and theta is also a vector.
3300840	3305620	Theta is in fact our unknown vector, which is the most important thing we'd want to figure out this one right now.
3306320	3309100	Um, well, that's what we'd like to figure out.
3309940	3310340	Okay.
3311140	3315360	Um, so this is a linear equation system, right?
3315360	3320400	Um, what you would know from, from, um, analysis and algebra.
3321200	3330820	Um, so linear algebra tells you that depending on how many unknowns you have, you need a certain number of equations.
3330840	3331340	Right?
3331340	3339940	So what might happen here is your equations might, so your system here might be overdetermined, undetermined, or fully determined, right?
3339940	3349020	So if the thetas and the number of samples are the same, this is going to be a, uh, this here is going to be a square matrix, right?
3349020	3359820	Um, sorry, this here is also, this here is going to be a square matrix too, of course then, um, and then we can, can have a unique solution where we have the best fit possible.
3359820	3360320	If we have two.
3360320	3360820	Okay.
3361320	3362340	More of them.
3363340	3366980	Well, then we have to find a different way, or if you have a few of them, we also have to find a different way.
3367440	3370560	And little spoiler, what I'm practically going to do is we're going to do a least squares fit.
3371520	3372300	Um, okay.
3372660	3374020	So let's make this more concrete again.
3374040	3382860	I want to, I want to make sure that everybody gets this, because this is very fundamental for what we're going to do with the neural networks, because neural networks are not so far away from this, what we're doing here right now.
3383520	3385900	So in fact, this here, we have the predictions of our model.
3386220	3388160	So the y hat one to y hat n.
3388920	3390820	Uh, we're going to have the model parameters.
3391380	3394740	Which we have here, theta zero to theta d.
3395640	3396780	This is the dimension here.
3397600	3402460	Um, we also know, um, the input feature dimensionality, right?
3402480	3408000	Obviously what feature dimensionality plus one needs to match with the number of, um, parameters in our model.
3408020	3411940	Otherwise this like a row times calling multiplication doesn't work anymore.
3412600	3420320	Um, and yeah, and then what we need to know now is, well, we have these input features one.
3420840	3428100	Sample here has D features or D dimensional feature, and you could call the whole thing one feature as well.
3428120	3429420	And it's a feature vector then.
3430060	3433160	Um, and then we have our model respectively.
3433840	3434340	Okay.
3434660	3437040	So let's make it more concrete in our example.
3437460	3440160	So our example was our temperature in the building.
3440640	3441780	So what do we have here?
3442200	3445060	We have the, the T this one was the bias at the beginning.
3445780	3447540	Um, we have the outside temperature.
3447580	3450820	We have humidity, number of people and sun exposure.
3450860	3452920	That's seven percent, right?
3453540	3460280	Um, so now what we want to do is we want to figure out how can we train our model?
3460300	3465880	Well, our model right now has 1, 2, 3, 4, 5 parameters.
3465880	3470300	So for these parameters are directly associated with the respective input features.
3471400	3473520	And one of them is the bias.
3474600	3479160	So if, for instance, one of these.
3480840	3485560	entries here zero that means this info feature will be ignored right if there's a zero then this
3485560	3490120	feature will not contribute to the output predictions um if this one has a very high
3490120	3495720	value then this feature will contribute a lot and what's also interesting is assuming for instance
3495720	3500040	the sun exposure here is in percent assuming i didn't write the percentage in integers and i
3500040	3505640	would divide it by 100 well ideally our model would figure out um that you just have to divide
3505640	3509480	the model parameters here also by 100 right so otherwise you would actually change the result
3509480	3513400	so in principle the scaling and stuff like this should factor out because if you multiply this
3513400	3519640	one you should just divide this one respectively right and so on okay but it is very straightforward
3519640	3526040	right so we have here our uh our our our made up samples that we have so we have two samples here
3526040	3531400	that we are making up uh these are our made up things um if you're having two samples we
3532200	3537400	uh know already that we are under constraint right so we have two predictions for these two samples
3539080	3539400	um
3539480	3544120	but we have our model so if we have the model already what can we do here for this model we
3544120	3549000	can make certain predictions so if we have these input features and these input features our model
3549000	3553480	will make certain predictions here right so if you're running this through the model this one
3553480	3560360	would mean oh this one uh is great this is warm and this one would mean oh no it's cold
3560360	3563720	i didn't do the multiplication here but i assume this is a larger number and this one
3563720	3569400	i assume is a smaller number okay um but now the big question is so this is a
3569480	3570440	so this is a larger number okay so this is a larger number okay so let's assume we have these model
3570440	3574200	let's assume we have these model parameters here but now the question in the learning process is
3574200	3578680	how do we actually obtain these model parameters and i mentioned it a couple of times this leads to
3580440	3585000	linearly squares optimization so we have to figure out how can we find these parameters
3585000	3590200	how can we solve these equation systems okay how do we do it well we have the data points x here
3591000	3595160	uh these data points x they give you give us our model parameters
3595160	3599480	so they're being fed into the model parameters based on these ones we're making an estimation
3600120	3605320	um we have here our ground truth we're defining a loss function here and based on that loss
3605320	3611880	function we're updating the model parameters again right and then we optimize right um and that's
3611880	3618040	what we're going to do data points is input model parameters estimation loss function how wrong are
3618040	3623640	we and then we optimize okay so what are the two important things here we have introduced two two
3623640	3629400	important concepts here so the concept here is we have the loss function that measures the loss of
3629480	3637160	how good is my estimate and tell the optimization how to make it better right so how good's my model
3637880	3642600	and how do i make it better like what is how to make it better mean well the idea for the loss
3642600	3647400	function is it should get smaller and the model gets better right if the loss function is high or
3647400	3652520	if the loss is high um then we know our model is not that great and we have to change something so
3652520	3658200	if i change something my loss goes down but i'm like yeah i've been great and the optimization it
3658200	3663000	changed the model in order to improve the loss function right so i want to improve the estimations
3663000	3669400	based on my training samples that i have available and again this concept here is the same across all
3669400	3674280	of machine learning very much okay maybe there's certain things that do slightly differently but
3674280	3679240	this high level concept is we have a loss function we want to minimize it we want to optimize it and
3679240	3684680	based on the optimization we want to change the model in order to improve the loss function right
3684680	3688040	so how do we do with this in the context of the linear regression well again i'm
3688040	3693160	reiterating here we have to solve our linear uh least square system so we have this prediction
3693160	3699320	of the temperature in the building um and this optimization process pretty much goes like that
3699320	3702520	right so what i'm going to do is i'm going to going to have this line here i'm going to check
3702520	3709000	my distance i'm going to see huh all right this gives me a certain value uh now i have another
3709000	3714280	value that is up there and if the value is up there and tells me oh no there's a high loss here
3714280	3714680	i have to
3714680	3720920	to change my line right so i have to update i have to update this line such that the overall
3720920	3726120	average loss actually goes down this is what this loss function is going to do right and i'm trying
3726120	3730520	to use an average and treating all samples equally right now we'll later talk about what we do with
3730520	3735720	these outliers because that's obviously a bad case but this is what we would like to address okay
3736840	3743240	um well what we do okay so we mentioned we have to solve our famous linear least squares problem
3743960	3744280	right
3744280	3750600	so what we do is we just take an l2 loss um we compare our predictions with the respective
3750600	3758440	ground truth samples um and we're trying to minimize that that that function right so
3758440	3763720	that's all we're going to do so also what you'll see a lot of people will call this function very
3763720	3769080	differently some people call it objective objective function energy cost function and so on
3769080	3773720	all the same stuff right just depending who you're gonna ask if it's a math guy a machine learning guy
3773720	3774200	and so on
3775080	3778840	okay so how do we do that well we have to optimize for that
3779800	3785720	um and now we have to minimize that function so minimization here means minimize
3786760	3791960	this function here in order to fit the linear model to the respective data points that's what
3791960	3796680	we care about right now right okay this is actually a convex problem
3797560	3803000	meaning that there is actually a closed form solution solution that is unique um and of course
3803640	3810600	linear algebra tells you exactly how to do that um and if you're doing this the way this is done
3810600	3814280	is we're doing this over all the training samples so we have n training samples here
3814280	3820600	so we're taking the average so we'll be dividing by n here um and the important
3820600	3828520	thing right now here is that this y hat we have to express actually with our respective model
3828520	3832520	all right so our respective model like you might be surprised so why on earth what is he talking
3832520	3839240	about like there's a theta here um but there's no theta here anymore okay um so this y hat is
3839240	3845800	nothing else but xi times theta uh this is the estimation from the linear model this is the
3845800	3851320	linear model what it's doing uh and note that this is extremely matrix notation here right already
3851320	3856280	right so this one here is going over the training samples but this one here is one feature vector
3856280	3862440	times our vector of weights and this is a a vector this is a dot product here right
3862440	3868320	and this dot product because there's another sum here we can now go ahead and write write the whole
3868320	3874840	thing as a matrix notation right so we can write this square thing as the matrix notation um in
3874840	3881840	this case we know this one is now a matrix this is n training samples each has an input vector of
3881840	3886280	of d and this x here is written as a matrix basically all right so these
3886280	3892060	are our training samples here and here um and of course i'm assuming you know also this function
3892060	3898300	this is nothing else but the normal equation it's the same thing um and we also know that this y here
3898300	3903120	is our n label that we care about right so these ones we want to approximate this is a matrix this
3903120	3909560	is a vector this is also a vector right um we will talk a little bit about the matrix notation in the
3909560	3915300	exercise session um we understand a lot of people taking this lecture um well let's put it this way
3915300	3919600	the linear algebra course might have been a few semesters ago and we're happy to give a bit of a
3919600	3924980	refresher course here so you want to keep this course relatively easy to follow so we are actually
3924980	3930100	giving you um a bit of an intro on the matrix notation so if you were a bit struggling here
3930100	3937980	i would recommend maybe pause the video here and actually go and and check our our tutorial on the
3937980	3942700	matrix notation first um however at the same time for the rest of the sake of the video i'm assuming
3942700	3944400	that you know or at least have a basic
3944400	3945280	knowledge of the matrix notation so i'm assuming that you know or at least have a basic knowledge
3945280	3951340	of matrix notations okay all right so what does it mean well this is obviously a convex function
3951340	3956720	um this is the normal equation right um we know that from linear algebra um and we know that
3956720	3961380	there's an optimum and we know how to find the optimum and the way how we do find that optimum
3961380	3966900	is very straightforward um actually we have learned this already in high school in high
3966900	3970860	school we know if we have a quadratic function like this one this is a quadratic function it's
3970860	3975080	the normal equation um then we know that the gradient um
3975280	3979700	when the gradient is zero here we know that we have found a minimum or a maximum depending on
3979700	3984800	what shape the function is right but we have an extrema when the gradient is going to be zero
3984800	3993020	so how do we optimize that well um it's also relatively straightforward we just compute the
3993020	3998120	gradient of this matrix form right and if you're taking the gradient with respect to the thetas
3998120	4004060	that's what we care about these are our parameters we would like to solve for we end up with two times
4005280	4011540	x times theta minus two times x transpose times y and this should be equal to zero right this is
4011540	4017000	all constrained here so we're saying please find me the gradient with a finding point with the
4017000	4023080	gradient zero that's what we're setting here and the way we're finding that is it's xt times x
4023080	4030240	inverse times xty right and again you will notice this very rightfully this is this is the normal
4030240	4035260	equation right like if you if you bring this one here to the other side then you have xt times
4035280	4042780	x times theta is equal to xt times y which is our residual this is nothing else but a linear system
4042780	4049200	to solve right um there's a lot of a lot of things um i would love to give maybe a bit of
4049200	4055460	more intro on the algebra um this is the thing that i i unfortunately still experience even at
4055460	4059680	the phd level that people often struggling is how to solve systems like these ones right
4059680	4065260	um this is something that is very important like how do you even remember a matrix like this right
4065280	4069180	so in practice once you would never invert a matrix like this you would always use a linear
4069180	4075420	solver library especially when the matrix becomes large um there will be details in the exercise
4075420	4080300	session so again please look into this when you have any struggling with that i know there's a
4080300	4084680	bit of redundancy that's why i moved a little bit of stuff out here um to the exercise sessions and
4084680	4089900	i hope that you can catch up with the things you might have forgotten about linear algebra
4089900	4095020	okay um but assuming we can do that right we have found an
4095280	4101940	easy solution to a complex problem um what do we do here again well the inputs here are
4101940	4108840	our features like outside temperature number of people humidity um and on and this here on the
4108840	4114180	right hand side is our true output it's the temperature of the building and this is a least
4114180	4123460	squares estimate right um so there's this is not necessarily the best estimate but this is the
4123460	4125260	simplest estimate this is why we started
4125280	4131760	with this one um and there's a couple of different estimators here we're going to go through
4131760	4137600	um and each estimator has different properties right so for instance one thing what we have seen
4137600	4144640	here if you're taking a square term here you will see that if we're having one outlier in this least
4144640	4148820	squared estimate we will unfortunately have a bit of a problem because if we have one outlier
4148820	4154540	then unfortunately um yeah we might not be very robust to these outliers so for instance if you're
4154540	4155260	taking an l1
4155280	4161360	loss here instead of an l2 loss um then we might be a little bit more robust to outliers
4161360	4166960	unfortunately optimization becomes a little bit more tricky right so again also i hope that most
4166960	4171440	people know that i'm still going to repeat it a couple of times right if you're having an l2 loss
4171440	4175680	here it's a least squares estimate the optimum will always be the mean and if you have one
4175680	4181200	outlier the mean will shift quite a bit if you have an l1 loss for instance here the optimum
4181200	4185120	here will be the median and then if you have one outlier that will not affect the result that much
4185280	4192400	okay all right so let's talk a little bit more so this is basically an estimate we have done
4192400	4199420	based on an least square estimate now what i would like to do is i would like to talk about this
4199420	4205420	from a probabilistic standpoint and and this is a thing called maximum likelihood so it's very much
4205420	4212100	related um and we want to show why it's related um to our linear regression that we have just seen
4212800	4215080	so maximum likelihood is also a concept
4215280	4221600	you might have heard in your stochastic lectures already um but the core idea here is very specific
4221600	4227040	to machine learning meaning that what we would love to do is we would like to love to look at
4227040	4234720	some data um and this data has a certain distribution right so it might be a sequence of
4234720	4241280	numbers it might be a bunch of images it might be language right there's a true distribution right
4242000	4244000	um so given samples
4244640	4245280	this is basically
4245280	4251440	our true distribution here this is our data what we have right so we have here our uh what is our
4251440	4255680	respective value conditioned on the respective input right that's what we care about this is
4255680	4262720	what's in our data that's our true distribution that we would care about um and then what we have
4262720	4268400	is we have our model now our model we would like to mimic our data to some degree and i'm going
4268400	4274640	to talk about what this means by mimic it um so let's assume our model here is a parametric family
4274640	4282080	of distributions right so how is it parameterized well this is these these data parameters that's
4282080	4286320	what we've been talking about all the time right now right so these data parameters they are model
4286320	4293120	parameters what we would like to do is that these theta parameters make sure that our model right
4293120	4303120	now here um approximates basically our respective distribution and what a maximum likelihood
4303120	4304480	estimate is now saying is that
4305440	4311600	it's a method of estimating the parameters of a statistical model given the distributions
4312800	4319040	uh sorry given the observations so what we have we have here our model we were just defined what
4319040	4324640	we care about is the theta these are our model parameters um and now we have a bunch of
4324640	4332880	observations from our data right and what we would like to do now is we would like to find the parameters
4334880	4341040	that maximize the likelihood of making the observations given the parameters right so in
4341040	4345680	other words we want to make sure the model predicts what our observations say right that's
