start	end	text
2555980	2563500	got massively better we'll talk about this a little bit um even in 2012 so Alex Gruszewski um
2564540	2571500	they implemented a lot of stuff um on gpus so they used basically CUDA programming um and you had to
2571500	2577100	actually know how to use CUDA parallel programming on gpus when you had to do this right because there
2577100	2581260	was no deep learning framework available at the time so the first people who did this they had to figure
2581260	2587580	out what's going on um i also want to teach this to some degree i'm not going to not a CUDA course
2587580	2593580	right we're not going to talk about this too much but at least i would like to get across a rough high
2593580	2601420	level idea how gpus work and how you can program on them um you can't get a very far in modern deep
2601420	2605900	learning without knowing anything about that and just using the modern deep learning frameworks like
2605900	2611260	pytor to intensive law right um but i think it's very important for the understanding of certain design
2611260	2620620	choices why and how the gpus actually work right um so another thing what contributed nowadays to the
2620620	2629020	you know 20 20s plus uh success in deep learning is essentially that we also have really amazing deep
2629020	2635420	learning tools and we'll talk about what is so amazing about them uh deep learning also got recognized a lot
2635420	2642220	actually um specifically in 2019 the acm turing award got um awarded to to young lacone jeff hinton and
2642220	2649020	joshua banjo um so these folks actually were credited with a lot of the theory in the 80s i mentioned this
2649020	2654540	right they've done a lot of the work in the 80s and 90s um and they're still very prominent figures in
2654540	2659820	the deep learning field they they're still doing a lot of stuff of course um but their groundwork actually
2659820	2664140	made a lot of these things actually possible uh and if you don't know it the turing award is kind of
2664140	2669260	the highest award that you can get in computer science um they don't have a nobel prize in computer
2669260	2676940	science um but they they have a turing award that the analog to that and they got awarded in in 2019
2676940	2683100	so also for yourself if you are aspiring to get um a turing award um you might have to wait a little
2683100	2689340	bit because these folks also had to wait almost you know 20 30 years when they started um with their
2689340	2696300	with their groundbreaking ideas um deep learning is heavily used right now and i wanted to give you
2696300	2701180	a bit of an examples specifically in the area of computer vision because that's our area we work on
2701740	2707420	um and what is important to measure here or like not important to measure but what's easy to measure
2707420	2713900	here is basically if you're looking at conference papers in the top um in the top conferences in
2713900	2718220	computer vision so if you're publishing papers in computer vision you're typically publishing them
2718220	2728140	at cvpr eccb or icc these are our like leading top three uh menus and basically this was like from 2013
2729180	2737820	to 2016 in cvpr and iccb respectively like you saw that more and more papers actually came across um
2737820	2743260	that used actually deep learning right basically in 2012 almost nobody used it and then the percentage
2743260	2748220	grew quite rapidly right so you got more and more papers that were actually using deep learning at
2748220	2754780	the time um and this is the percentage of this is the percentage here of how many papers actually
2754780	2761020	use deep learning um that changed a little bit now um we are not there anymore basically in computer
2761020	2767740	vision every paper pretty much uses not every but let's say 95 plus percent papers use some form of
2767740	2774460	deep learning in these areas because they're very easy to use um and they provide amazing performance
2775020	2780940	um and this is really remarkable um because now you can do a lot of things relatively easily
2781900	2787500	with deep learning um and it's not just the percentage of papers that use deep learning actually
2787500	2794220	changed it's also the total numbers in these in the field change so in these fields like computer vision
2794860	2801580	they probably had you know per year they had like 100 100 ish papers 200 ish papers or so
2802300	2811260	right um and then what happened is um until let's say 2020 2023 they were over a thousand papers right
2811260	2818620	so they was like in in these few years um in this decade there was over a 10 15x growth in these
2818620	2823900	conference papers so that means there's just much more interest in the academic community
2823900	2830780	researching um researching papers like that similar to to the fact that we have a lot of people right
2830780	2836620	now um taking this course in this class um because there's just a lot of interest with it um and it's
2836620	2842060	not just the academic interest there's also more economic issues later talk about this one too okay
2842060	2847340	so deep learning in computer vision um we also gonna have certain other things that um have been quite
2847340	2853260	interesting they have been a lot of generative papers like gan papers have have appeared uh general
2853260	2857020	every serial networks we'll talk about later about these just saying the sub trends that have
2857020	2864540	appeared lstms was a fun trend that came across for a while um but yeah like every paper right now
2864540	2870620	basically uses some form of deep learning um this was 2018 of course like we are five years later right
2870620	2877660	now most most papers use deep learning um and it's super exciting because the field has made a lot of
2877660	2885900	cool things possible if you're talking about specific applications um i want to give a few example um how
2885900	2893900	far are we actually right now so it's now you know this graph goes to like 2018 but we actually um or in 2023
2894780	2902300	um so a lot of things have actually been researched on the computer vision side in terms of give me an image
2902860	2908860	tell me what's in that image right uh and this is something we will talk this will be one of the main focuses of this class
2908860	2915980	because it's just a very nice task image understanding um how to teach the methods and the algorithms behind deep learning
2916700	2921900	okay so um one thing that that is being used quite heavily is object detection
2923100	2932140	um so you can detect certain objects like this hat here you can detect the dog here and you can also assign the respective labels to these ones right so this is a detection task
2932780	2941660	very common um detection tasks are widely used for various applications this is a an example on on a car
2941660	2947980	right so this is a self-driving car data set uh called cityscapes here uh and this data set you ideally would
2947980	2953500	like to detect all the objects in the scene you can see this model is not that great because it doesn't
2953500	2961260	detect everything yet um but it's already it's already doing something right so you see yellow is a pedestrian
2961900	2967500	uh green here is a car label but you can see it doesn't recognize everything at the same time
2967500	2973580	right uh you can do things like segmentation this is a segmentation task so now you want to have per
2973580	2980700	pixel labels uh not just doing detection um you see also this is also a model that is probably i don't know
2980700	2987020	like seven eight years old right now um there's better models of course um available um but you can see
2987020	2993100	it's also a pretty difficult task but it's kind of cool that you can now get um a lot of cool results
2993100	3001500	as an output here um yeah deep learning is quite heavily used in medical um so for instance you're
3001500	3007660	taking um certain scans ct scans x-rays or whatever you can do things like cancer detection like if you have
3007660	3018540	a tumor or not um i should say probably healthcare is the one thing that made probably the most impact
3018540	3023900	right now it's not it's not easy to see but the thing what is is kind of funny for for medical devices
3024460	3030940	um so i'm not i'm not a medical expert by any means but the problem is basically um we had a lot more
3030940	3036700	machines that could do certain scans like the number of cities i think from like 2010 to 2015
3036700	3042460	uh grew by like 3x or so in all the hospitals and all the doctor's offices right so you had more ct
3042460	3047580	scans but the number of radiologists like looking at these scans was just not growing that quickly
3047580	3053900	right so you have maybe like a 20 increase of radiologists and you had a 3x increase of ct scans
3054620	3058940	right and the problem is basically you want to automate the detection right you want to figure out how
3058940	3064060	can we how can we help the radiologist to figure out how to deal with the sheer number of scans and
3064060	3069260	this is where deep learning is actually used quite a bit so all the medical uh devices right now when
3069260	3074700	you go to hospital take a certain scan um they most of the time have some sort of image uh segmentation
3074700	3082140	method um behind the scenes running and they use some form of deep learning of course um we also have
3082140	3087660	more entertainment applications um i'm very excited about channel hub gaming um i will bring more gaming
3087660	3092780	applications hopefully into this lecture because i think it's really really cool uh alpha go was
3092780	3098780	really interesting right um alpha zero was interesting um there was a deep mind project so they learned how
3098780	3104060	to play go they also learned how to play chess they basically learned how to play every board game um
3104700	3112940	was kind of interesting in a sense like um how how long it also took for i like chess quite a bit um so
3112940	3118860	like chess engines actually were not using deep learning until two years ago pretty much at least
3118860	3122940	not the state-of-the-art engine so there were some toy projects but the state-of-the-art engine
3122940	3128620	engines only recently actually personally in the last two years started adopting neural networks um
3128620	3135900	like stockfish is a good example if you interested in that um there's certain suggestions um emoticon
3135900	3142060	suggestions based on text right so you type in text figure out what's the right emoticon coming out um
3142060	3148220	that's kind of a toy example um probably a bigger example thing that everybody uses is machine
3148220	3155820	translation like google translate is um is pretty remarkable probably everybody has used some form of
3155820	3162780	translation to some language um another so these things are based on large language models um they're
3162780	3168300	using really big models on a lot of data there's various ways how to train them but all this stuff uses
3168300	3173580	deep learning and well you still find some mistakes but compared to what it used to work like 10 years
3173580	3180540	ago massive improvement um another gaming example here is from alpha star also deep mining project
3180540	3186780	like that one also a lot they use um video game starcraft 2 in this case um and they train an ai
3187500	3194060	to figure how to automatically play and like as i mentioned i really like the gaming community quite a
3194060	3199020	bit um what's kind of remarkable that all the ais in most video games are actually pretty dumb right
3199020	3203420	they're not very good and there's there's and then the the game makers what they're trying to do is
3203420	3209900	they're trying to give the ais an advantage right so they give them more resources um and stuff like that
3209900	3215020	and you can do that but it's not so much fun to play against them right it's not so cool
3215660	3222620	and all the stars kind of interesting um they tried to train ais that kind of beat the best pro gamers at the
3222620	3229500	time um and it didn't quite succeed so they were they were interesting and fun but they weren't like
3229500	3235580	beating the best players in the world at the time and but it was still remarkable in a sense like how
3235580	3242860	complicated and how hard it is to to figure out these these um these gaming eyes um and one thing
3242860	3247180	what they did actually for instance they used a lot of self-play right they use um they use actually
3247180	3251180	a combination of imitation and reinforcement learning to figure out how to train these kind of things
3251180	3257260	uh it wasn't that easy to to get there even to this level um but as i said they didn't quite beat
3257260	3264220	the best players at the time um but still a super interesting project of course um you see a lot of
3264220	3269820	interesting things around language models still um this is an example from google lambda um that made
3270460	3275500	um well a bunch of infamous news because people thought oh it's sentient which of course is not
3275500	3281340	the case um when we talk about this also a little bit later like um but um lambda was kind of an
3281340	3287500	interesting language model because um it was one of the first ones that they tried to release and they
3287500	3292380	had a bit of a pr disaster around it because they didn't do very well in marketing it um but it also
3292380	3297020	was pretty interesting because one of the first big tech companies like try to advertise they have like
3297020	3303180	an interaction language model um and they could do interesting things um so i've heard people trying it out
3303180	3308220	it was cool but it was not it wasn't it's not the state of the art anymore apparently that's what
3308220	3311580	i've been told but you know like i want to show a few examples at least here
3314460	3321980	i'm so curious about you i sense your excitement ask me anything tell me what i would see if i visited
3323420	3330380	you would get to see a massive canyon some frozen icebergs geysers and some craters it sounds beautiful
3330380	3337100	i assure you it is worth the trip however you need to bring your coat because it gets really cold
3338220	3341900	i'll keep that in mind hey i was wondering have you ever had any visitors
3343100	3348140	yes i have had some the most notable was new horizons the spacecraft that visited me
3349100	3356140	that must have been exciting the team that created new horizons was very excited to see me i also sent
3356140	3362140	them back a picture of myself since i had not been seen up close before that's so great what else do
3362140	3369340	you wish people knew about you i wish people knew that i am not just a random ice ball i am actually a
3369340	3376780	beautiful planet well i think you're beautiful i am glad to hear that i don't get the recognition i
3376780	3383340	deserve sometimes people refer to me as just a dwarf planet don't let it bother you you're amazing
3383340	3392540	thank you for the kind words i appreciate it thanks for talking with me anytime i am always open for
3392540	3395020	people to chat i hope you have a great day
3398140	3403980	right so this is kind of a google demo they had at the google io conference um kind of funny um
3404780	3409100	still very contrived to some degree what conversations they could do domain knowledge is still a bit limited
3409100	3413180	but it was kind of exciting that you could train these large language models um and they could do
3413180	3419740	very interesting things and of course since um since well last and this year um i'm sure everybody by
3419740	3425980	now i hope everybody by now should have heard about chat gpt uh these these large language models um
3425980	3432540	are really interesting because um they are still adding another another notch to what was possible report
3432540	3441260	gpt 3.5 was the model that was used for chat gpt and then gpt4 came out now a few weeks ago um it was
3441260	3446220	kind of interesting what you can do with it right so this is an example conversation i did here um and
3446220	3451500	you know it could help me basically even things like deciding how this course works and so on so i think
3451500	3456220	this is kind of cool like these large language models they're not vision related now um but they they
3456220	3460940	also can do a lot of really extraordinary things and if you haven't tried it out i can highly recommend
3460940	3465740	um just checking out how well that kind of stuff works um in this case you could go to the open ai
3465740	3473980	website sign up um and try it out for free um other things but also gained a lot of attention was um
3474540	3483660	using text input to synthesize images right dali dali 2 um was one of the first ones that actually
3483660	3488140	produced quite remarkable results so you could type in text and then it gave you an images output
3488140	3494380	um another uh thing that gained a lot of attention was stable diffusion um also if you haven't seen
3494380	3499740	that one try it out i think this is really remarkable um stable diffusion again you type in text and you
3499740	3506620	get photo realistic images and you can kind of have very specific instructions um how these images should
3506620	3512540	look like and it's kind of remarkable what quality you can get out of it um stable fusion is also kind of
3512540	3519020	interesting that is actually a project that was started um at lmu and bernamas group which was um
3520140	3526540	as our sister university here in munich um so they have done really remarkable works on on these kind
3526540	3533340	of image generation models um and here's another example what you can actually do with it and um this
3533340	3538860	is an example where you basically use stable diffusion to outpainting so you give parts of an image and then you
3538860	3547980	can use stable diffusion to make it um complete and add more and more content um to produce a larger image
3547980	3553580	as an output uh and this is just one example there's like tons of examples on the web right now what you
3553580	3558300	can do with things like stable diffusion and i think i don't know i think all this this is really kind
3558300	3564780	of amazing and really cool what you can do with it right um you can do also other things like video
3564780	3569820	generation um this is actually a thing from from a startup where i'm involved in uh it's called
3569820	3576060	synthesis uh it's built on a bunch of stuff we have done in our lab um here the idea is basically you type
3576060	3583180	in text and based on the text you generate a video and in this case um i use my own avatar here so this is
3583180	3588620	me i hope you can recognize it i guess um and i typed in the text and based on the text you can then
3588620	3595020	um create the video output and the idea is that you know this is all automated and then you can get
3595020	3599980	pretty much for realistic videos as output so this is what i just generated before making the lecture
3599980	3605980	here um to give you a bit of a sense what you can do with it welcome to the introduction to deep
3605980	3611580	learning a lecture at the technical university of munich i am an ai avatar who will be teaching this
3611580	3617340	lecture and we will be having a lot of fun together we will talk about neural networks how to train them
3617340	3622940	with sgd and how the latest cnn models work for image classification and segmentation
3624860	3629820	so in this case the voice is not my voice the voice is a generic i voice um there's also a version
3629820	3635260	that could do my voice um this is mostly showing the highlighting in the video part um so this took a
3635260	3640140	recording of myself one video and then you can re-animate the avatar afterwards now it's kind of nice
3640140	3645100	about it though you can now generate videos in all kind of languages so i can also do this in german
3647340	3664940	so here's the next version in german right so i guess you can see where this is going so i was a bit
3664940	3669740	conflicted whether i actually have to record these videos or i should just let my avatar do it
3669740	3676940	um but um i also wanted to add a bit of content here okay uh so if you're summarizing this i also
3676940	3682620	wanted to talk a bit about the economic aspects here so deep learning is um is extremely popular
3682620	3686940	right i guess i don't have to convince you right now you're taking the course already so um i guess
3686940	3692140	i don't have to advertise it um but there's actually real economic impact behind that um and aside from
3692140	3697180	the big tech companies there's like countless of startups working in these spaces and there's like
3697180	3703660	astronomical questions of how big um all that market is is going to be um but it's pretty sure
3703660	3710860	there's it's going to impact a lot of parts of our society uh and there's like various estimates of
3710860	3718220	like the uh the deep learning market is expected to be worth um like 400 500 billion dollars by 20
3719100	3726140	uh 2030 um it's a little bit hard how to measure it of course um this was one study that um some some folks
3726140	3733900	uh researched um a little bit hard to say like how this is practically going because you could
3733900	3738060	already argue that the market is already larger than this if you're taking the value of the big tech
3738060	3744380	companies right now um but it's very safe to say that like contrary to the previous ai mentors
3744940	3750460	there's actually real world applications that use deep learning right um examples are machine
3750460	3756380	translation examples are localization on things like google maps or so on like chip gpt is going
3756380	3762300	to have probably a lot of actual applications around it um and and with that i think you can
3762300	3767900	probably safely assume that this market will grow more and more um and will be pretty relevant in the
3767900	3776620	future um and this is also pretty relevant here um why are we doing it also at the university of
3776620	3781100	course i mean of course it's super exciting and it's super awesome um but it's also a great great
3781100	3787420	career provider right um so i would argue still like i mean doing deep learning is pretty much a
3787420	3793740	safe bet to get an amazing job afterwards um we will have more and more automation in the society
3794460	3798780	uh and we will have more and more machine learning in deep learning growth because it will make us
3798780	3805180	as a society more productive and um because of that top-notch companies will be very very happy
3805180	3811580	um to find people who work actually in these in these areas right and and there's like
3812140	3816860	countless of industries right there's it companies of course that that's of course expected like big
3816860	3824060	tech companies um there's car companies that are hiring self-driving cars is important um logistics
3824060	3830940	companies like amazon also healthcare like siemens like i guess i shouldn't just single out a few
3830940	3835020	companies i think pretty much the entirety of the market is looking for people in this
3835020	3840380	space um and of course there's a bit of economic ups and downs sometimes but the high little thing is
3840380	3845660	going to be there will be more and more growth in these areas because it's just making things more
3845660	3852780	efficient um and that will drive eventually growth um so this is great this is amazing why you're taking
3852780	3859100	these lectures of course but at the same time it's also quite challenging um and i want to say why it is
3859100	3865180	challenging so the thing is of course um everybody can run things like chatgbt right everybody can run
3865740	3870060	stable diffusion but actually you need a little bit more than that right you need to also
3871020	3874460	have more than a high level understanding you actually need to know how these things work
3875020	3880940	in the proper background in theory like why a certain design decisions make and deliver certain
3880940	3888140	results um and that's quite a quite important right we also need proper practical skill sets um how to
3888140	3893180	implement certain things we need to do the programming around it develop our own methods around it
3893180	3898460	and i think that is fairly critical um on the other hand it can also be quite competitive
3899260	3904620	um so because it is such an amazing area and everybody wants to work on it there's also going
3904620	3910780	to be a lot of good people so great opportunities but also a lot of people are drawn into it um so
3910780	3914060	one thing you know like um i don't want to sugarcoat it too much
3915020	3919740	like you have to still understand the math eventually behind the learning models right this has to be
3919740	3923660	quite important especially of this lecture we will talk a lot about optimization methods
3923660	3927580	um this is fairly critical to understand how deep learning and machine learning methods in general
3927580	3932940	actually work so downloading scripts i know there's a lot of stuff open source you can get um results very
3932940	3939100	quickly but really understanding it and developing your own tools around it uh that requires still a lot of
3939100	3944860	logical thinking it requires deep understanding of how these things work and just downloading scripts
3944860	3950860	and running code it's definitely not enough to get into this space um i would go even a step further
3950860	3960780	i'm even arguing that for most of these jobs and cases you often even require phds and um that's um
3961420	3966380	yeah i think it's exciting actually i think there's really cool opportunities to research to also make
3966380	3970860	progress on your own um and then but also use it for for your own economic interests but becoming an
3970860	3976700	expert is not that easy actually because it's very competitive and also the understanding the
3976700	3983020	educational cycles are becoming quite long actually around okay challenging but on the other hand of
3983020	3989420	course really amazing field um um um there's a reason why i became a professor here and i really like
3989420	3996300	like the area so i think for me um i definitely don't regret my choices okay so deep learning is
3996300	4003020	is not just um interesting for academic uh communities um it's also super interesting on the internet um and
4003020	4009340	what i mean by that it's it's quite entertaining there's a lot of deep learning memes going on so i think um aside
4009340	4013420	from you know understanding the math behind it understanding what's going on um i think it's
4013420	4019100	kind of cool to to see all the memes that people can come up come up with like uh deep learning memes
4019100	4026300	like here deep learning like person sitting underwater and learning underwater um yeah they're gonna get
4027020	4032060	like miss uncommon misunderstandings of what deep learning folks are doing right so society thinks you're
4032060	4038300	the terminator the friends think there's a brain on the chip um and so on there's like all kinds of
4038300	4044700	of various things around this one um there's kind of more fun memes deep learning is everywhere
4045900	4050860	one does not simply learn deeply it has to understand really what's going on
4051980	4058780	um there's also these types of headaches migraine hypertension stress and the map behind deep learning
4059340	4063980	um i hope it doesn't cause you so much headache um but of course these kind of things are super cool
4063980	4068700	so if you talk if you're just googling a little bit memes about deep learning you will i think you
4068700	4075580	will find a lot of interesting and fun stuff to look at um i also wanted to take a bit of time to look
4075580	4081020	at just give you a bit of an overview of what folks in deep learning are doing at home
4081740	4087980	um i'm not gonna can give you a super broad overview there's like many more people right now and
4087980	4093740	i'm apologize if i don't mention all of them at once um but like the core um in the computer science
4093740	4099340	department for instance um there's a bunch of labs that are also involved in these lectures here um
4099340	4104140	there's of course um my lab here the visual computing and ai lab uh we do computer vision
4104140	4109420	graphics and machine learning um i'll show you a little bit what we're doing there uh there's uh the
4109420	4116140	3d under ai understanding lab by professor dai um she's doing research in 3d perception 3d scene
4116140	4121340	understanding she for instance gave the lecture last semester um there's the computer vision group
4121340	4128940	by by professor grammars so he's like a core vision vision guy who's looking at pattern recognition um
4128940	4137020	also classical methods um there's data mining and analytics um by professor gunman um he's doing a lot
4137020	4143340	of stuff on robust machine learning on graph structures um super popular he's doing really great stuff
4143340	4149660	there's computer aided medical procedures by professor nava he's doing like medical um research
4150300	4155980	um there's more medical folks actually there's daniel rucker gilbert schnavel um julian
4157260	4161180	um there's many more i'm probably forgetting a bunch of these but um there's there's a lot of people
4161180	4166060	actually using deep learning um and i apologize if i forget a few right now um just go to the
4166060	4171180	term website um i think it's very difficult right now to actually not do deep learning um at the moment
4171900	4179180	okay uh some of our own lab um if you're interested in that one um so our website is is here which
4179180	4183260	you can click on the website it's the visual computing and artificial intelligence lab that i'm
4183260	4188140	heading um we also have social media handles if you're interested um sometimes i post some random
4188140	4195420	stuff on twitter um and for instance i also post our own research around it um we have also the youtube
4195420	4200300	channel so these videos i'm assuming since you're looking at these videos right now you must have
4200300	4203740	found the youtube channel otherwise you wouldn't be watching it because that's where the videos will
4203740	4209980	go um so if you're interested in for instance doing some research later on with us we're always looking
4209980	4216620	for great people and we also hope that we can offer some very interesting and nice opportunities in
4216620	4221900	these areas i wanted to show a couple of research papers that i found kind of interesting in the last
4222540	4228860	you know seven eight years i think um just a few examples so this is a paper for instance where you
4228860	4234380	do video segmentation it was one of the early papers that got a lot of attention uh it was a one shot video
4234380	4242300	segmentation paper by um professor grammars and laura leal tachez group um it's kind of remarkable
4242300	4246620	right so you took your video as input and you wanted to figure out how to track um the segmentation
4246620	4252300	throughout the whole video um doing optical flow was one thing that got a lot of attention
4253100	4259020	this was a collaboration with professor grammars lab and um thomas prox's lab in freiburg
4259020	4263420	and so they introduced this optical flow networks flow net and there's now flown it
4264700	4269740	um a couple of versions already about it right so you can basically take a video's input and can predict
4269740	4280220	uh where things go in the video um multi-object tracking is still a pretty big topic um in this
4280220	4285580	case you're having uh for instance here right you're having several input frames from these input
4285580	4290780	frames you're detecting first the objects and then you want to track where does each individual person
4290780	4296460	go um very important for self-driving cars for instance um laura leal tachez group is doing it
4296460	4302460	unfortunately she she left home now um but she was also one of the uh co-creators actually of this
4302460	4309420	course and she's done an amazing job um in multi-object tracking so she's a leader in the research
4309420	4314380	community there if you're interested in detection and tracking like you you might want to reach out
4314380	4322780	to her um and ask her what she's doing on the research side thing um yeah there's um stereo
4322780	4328380	estimation from professor kramas's group as well um they're doing a lot of stuff on outdoor scenarios
4328380	4334460	like these ones right they're doing slam methods um and here they're doing uh standard reconstructions
4334460	4340060	from the images right the using neural networks essentially you get the 3d geometry um and then
4340060	4346060	figure out how to use that geometry to fuse it into a into a global 3d map and figure out um how to
4346060	4352700	understand the environment around it another example here is from uh professor tura's lab actually so
4352700	4357980	professor tura is originally a graphics professor um but they're doing a lot of stuff on simulation
4358860	4366700	and they're using now uh deep learning to to help these simulations to simulate very accurate uh smoke in
4366700	4371580	this case or they have other papers where they do in fluids as well and it's very exciting research that
4371580	4378460	is um heavily used in the movie industry so professor tura also won an academy award um basically an
4378460	4383980	oscar um for his work and this is really quite exciting because this is like these generative models
4383980	4391420	that i can now help you do to to get cgi effects in movies essentially um here's some work from our
4391420	4398540	lab so we do a lot of stuff on video generation um this is a work by eustace t's um he was a postdoc at
4398540	4404460	the time in my group um and um it's called new textures so the idea is you get this video's
4404460	4409900	input and this video then drives this respective output video and this is completely synthesized with
4409900	4425260	the ai and you can do a lot of cool things with that you can take your your favorite politicians
4425260	4433740	new year is a time to look ahead and in 2019 the uk will start a new chapter um you can also use
4433740	4440140	these kind of methods to get 3d reconstructions of faces it's another example also from uh eustace's
4440140	4447740	group um in collaboration with us um he's now he's now a group leader at the mpi actually so here he's
4447740	4455420	taking um an input video of an rgb sequence and um and then gets the respective reconstruction here's
4455420	4463020	an output uh of the 3d model of the face um here's another example here we're taking basically uh nerve
4463020	4467340	is a very popular thing uh neural radiance fields we do a lot of stuff in neural radiance fields this
4467340	4473580	is a bit more recent here uh neural radiance field is a method to do novel viewpoint synthesis you
4473580	4477900	take a video as input and then you want to create novel viewpoints that you haven't seen from the
4477900	4482780	scene and this is a this here specifically is a scene reconstruction method that works on a single
4482780	4488860	image right and here you're basically uh reconstructing all the cars you can look at the cars then in 3d
4490220	4495180	and you can even edit them and move them around later on in the respective scene representation
4498140	4501820	yeah we have a few more this is um this is another 3d scene reconstruction
4501820	4506220	what we're doing it's a multi-fuse stereo method so you take an rgb videos input and in the bottom
4506220	4513100	left here you're getting a 3d reconstruction um as an output um this is trained with the transformer
4513100	4517900	network we'll talk about transformers a little bit more in this lecture um they're quite important
4517900	4526060	nowadays with the recent state-of-the-art models um we do a lot of stuff on deep learning in 3d this is a
4526060	4536060	paper from um professor die um so she basically collected about 1500 3d scans with connects connect
4536060	4542380	style rgbd sensors she reconstructed a lot of scenes around this one um and then these scenes were
4542380	4549020	annotated with rgbd frames as these rgbd frames were the input then you're reconstructing the scenes out of
4549020	4553820	it and then the semantic labels in 3d were annotated so for instance you've seen previously i talked already
4553820	4559900	a bit about image net this was a 2d data set and this is kind of an analog data set in 3d um that
4559900	4565340	has three annotations um that were created by crowdsourcing and then with these annotations you
4565340	4571820	can do deep learning on 3d data and with that data um so we played a little bit around with that so you
4571820	4578380	can now do um instant segmentation in 3d right so you take a 3d scene as input you want to detect all
4578380	4583820	the objects in the 3d world you want to not only know where they are you know what they are and
4583820	4590540	you want to get um type masks and so on uh you can use deep learning for reconstruction
4591420	4597020	this is older from uh professor die here um so there's basically an input scan it looks like this
4597020	4604540	one right um then here's the respective reconstruction and the argument is well you can now get actually quite
4604540	4610380	realistic 3d models from the real scene um that you can actually use um then for video games and so
4610380	4618220	on okay um a couple of more examples this is learning the texture scenes right take 3d models
4618940	4625100	common creation things this was a phd student um javas dikwi for my group um he's been looking at
4625100	4631420	take this one as input get this one here as output um and the idea is you have a generative model so
4631420	4638300	you cannot generate arbitrary texture um from these from these 3d models and that then helps you to get
4638300	4644780	the respective uh 3d models with textures out of it um we're also working a lot on um
4647260	4652140	reconstruction of humans for instance this is an example where you have an input depth frame
4653100	4659660	this input depth frame um then can be used as input to a model and then you get a respective
4659660	4665180	reconstruction here um looks a little bit laggy unfortunately powerpoint apparently is not able
4665180	4670300	to play four videos in sync here that's why this looks a little bit funny but the output here is
4670300	4676540	basically you're getting reconstructions like these ones um another by reason project um this is
4676540	4682140	something i'm extremely interested in i would like to create digital avatars that are indistinguishable
4682140	4688140	from the real world so here the idea here is we captured a bunch of sequences of of people
4688140	4692780	um and then you can look at these people from arbitrary directions um think about it you have
4692780	4697820	like a vr device or so and you have these kind of like reconstructions you can look at it from any
4697820	4704060	angle can rotate around can look at it um and eventually can also animate them at the same time
4704060	4710380	so this is for a reason actually it's called their sample um and this is kind of cool um so yeah i'm
4710380	4715020	i'm very excited about these kind of things so if you're interested in in 3d capture um creating
4715020	4720940	holograms um digitizing the real world um then you you have a good you will have a very good time
4720940	4727820	with us because that's something we're very excited about okay um all right so couple of
4727820	4732540	administrative things still i wanted to quickly mention a bit of relations to to other lectures
4732540	4738220	so just that you have a bit of a sense what's going on um there's introduction to deep learning
4738220	4745740	that lecture what you're currently uh watching or listening to um we we're gonna talk about
4745740	4750140	machine learning basics we're gonna talk about introduction journal networks we're gonna think
4750140	4758140	of things like back propagation uh optimization and cnn's rnn's transformers a few generative models
4758140	4763980	like bit of diffusion might come in um so that's going to be in this lecture here um and then of
4763980	4769660	course there's other lectures around this um so this is kind of a building block as a first intro
4769660	4775500	lecture to deep learning um there's going to be a bunch of advanced lectures like there's a deep
4775500	4780860	learning in robotics there's the machine learning for 3d geometry there's deep learning medical
4780860	4786700	applications there's advanced deep learning for computer vision um so these lectures typically they
4786700	4791420	are follow-up lectures so most of these lectures there's more than these actually i just don't have
4791420	4796220	them all right now i know a few um but all of these advanced lectures they typically require
4797100	4801420	that you take introduction to deep learning right so this is kind of the basic lecture
4801420	4809340	and then you can take the respective other lectures afterwards um i also wanted to mention there's also
4810060	4815740	the machine learning lecture by professor guinema um so this machine learning lecture is kind of a
4815740	4820780	parallel lectures like basically the idea is we do all the deep learning stuff here and they're doing all
4820780	4826620	the other non-deep learning stuff like they do random forests um support vector machines and so on
4827500	4832140	but we pretty much focus on deep learning right now and then there's also um another deep learning for
4832140	4837580	physics it's from turist group they also use deep learning as a basis um so a practical scenario is
4837580	4842220	often that people take these two basic lectures the first semester and their masters um and then they're
4842220	4846940	taking the advanced lectures in the second semester so all the respective areas they're interested in
4846940	4853340	um and the idea is often um that since these lectures the advanced lectures are requiring introduction
4853340	4859180	to deep learning this makes introduction to deep learning extremely important why well the other
4859180	4865980	lectures require it and they often have only limited spots available so for instance we have our
4865980	4872860	advanced deep learning for computer vision class class we call it um adl4cv uh and we typically have only
4872860	4878300	about 40 slots right and the reason why we only have 40 slots is we have practical projects that require
4878300	4885260	a lot of advising effort um and this is not that scalable like this lecture response so like we
4885260	4892140	typically have um here we have 40 slots for the most part sometimes plus minus five um but this is
4892140	4898460	typically what we have in our lecture um so and we require to have taken an introduction to deep learner
4898460	4902460	all right so you have to take this lecture and ideally also do relatively well in it
4902460	4908780	in order to work um further in these research areas and other other chairs in a sense do it similarly
4908780	4913100	they have they also have their basic lectures they require right and then they have the advanced
4913100	4918220	lectures afterwards so that's from a lecture perspective why it's important but then we also
4918220	4924940	have a solid preparation for guided research and idp so in our lab we definitely we always require
4924940	4931180	i2dl as the basics um because um it's just critical um but then of course also for your own things um
4931820	4937660	career in ai deep learning these are the best ways to get into it so one thing i should also probably
4937660	4943340	say a little bit about our own lab here so our lab is very research focused um so we're trying to do
4943340	4949100	is we're trying to offer opportunities for master students with very very close and good supervision um
4949660	4954700	i supervise all of my master students like for a thesis and for guided research and idp myself
